#mm9.knownGene.name	mm9.kgXref.geneSymbol
uc007guu.1	Ccdc38
uc007guv.1	Ccdc38
uc007guw.2	Snrpf
uc011xlv.1	Gm8580
uc007guy.1	AK145310
uc007gux.2	Ntn4
uc007guz.1	DQ556351
uc011xlw.1	Usp44
uc007gvb.1	AK041893
uc007gvc.1	Metap2
uc011xlx.1	Metap2
uc007gvd.1	Metap2
uc007gve.1	Metap2
uc007gvf.1	Metap2
uc007gvg.1	AK029692
uc011xly.1	Mir331
uc007gvi.1	Vezt
uc007gvh.1	Vezt
uc007gvj.1	Vezt
uc007gvk.1	Vezt
uc007gvl.1	Vezt
uc011xlz.1	Fgd6
uc007gvn.1	AK029258
uc007gvo.2	Nr2c1
uc007gvp.2	Nr2c1
uc007gvq.1	Ndufa12
uc007gvr.2	Gm4792
uc007gvs.1	AK038827
uc007gvt.2	Tmcc3
uc011xma.1	Tmcc3
uc007gvu.2	Tmcc3
uc007gvv.2	4932415G12Rik
uc007gvw.1	Ccdc41
uc007gvx.1	Ccdc41
uc007gvy.1	Ccdc41
uc007gvz.2	Plxnc1
uc007gwa.1	Cradd
uc007gwb.1	Cradd
uc007gwc.1	Cradd
uc007gwd.1	Cradd
uc007gwe.1	AK087886
uc007gwf.2	Socs2
uc011xmb.1	Socs2
uc011xmc.1	Socs2
uc011xmd.1	Socs2
uc007gwg.2	Socs2
uc007gwh.1	AK017586
uc007gwi.1	Mrpl42
uc007gwj.1	Mrpl42
uc007gwk.1	Mrpl42
uc007gwl.1	Mrpl42
uc007gwm.1	Ube2n
uc007gwn.1	Ubc13
uc011xme.1	Mir3058
uc007gwp.2	Nudt4
uc007gwq.1	AK002250
uc007gwr.1	AK133093
uc007gws.1	AK169506
uc007gwt.1	AK165804
uc011xmf.1	Eea1
uc007gwu.1	Eea1
uc011xmg.1	Eea1
uc007gwv.1	Eea1
uc007gww.2	Btg1
uc007gwx.2	Dcn
uc007gwy.2	Dcn
uc007gwz.2	Lum
uc007gxa.1	Kera
uc007gxb.1	Epyc
uc007gxc.1	Epyc
uc007gxd.1	4921510H08Rik
uc007gxe.1	AK019697
uc011xmh.1	Gm10754
uc007gxf.2	Atp2b1
uc007gxj.2	Galnt4
uc007gxh.1	Poc1b
uc011xmi.1	Wdr51b
uc011xmj.1	Poc1b
uc007gxi.1	Poc1b
uc007gxk.2	Dusp6
uc007gxl.1	AK083606
uc007gxm.1	AK043505
uc007gxn.1	AK039362
uc007gxo.1	Csl
uc007gxr.1	Kitl
uc007gxp.1	Kitl
uc011xmk.1	Kitlg
uc007gxq.1	Kitl
uc007gxs.1	Kitl
uc011xml.1	Gm4301
uc011xmm.1	Gm4307
uc011xmn.1	Gm4302
uc011xmo.1	Gm4302
uc011xmp.1	Gm4301
uc011xmq.1	Gm4301
uc007gxt.2	Tmtc3
uc007gxu.1	Tmtc3
uc011xmr.1	Cep290
uc007gxw.2	Cep290
uc007gxx.2	4930430F08Rik
uc007gxy.2	4930430F08Rik
uc007gxz.1	1700017N19Rik
uc011xms.1	Mir3059
uc007gya.1	AK080684
uc007gyb.2	Mgat4c
uc011xmt.1	Mgat4c
uc007gyc.2	Mgat4c
uc007gyd.2	Mgat4c
uc007gye.1	Nts
uc007gyf.1	Rassf9
uc007gyg.1	Alx1
uc011xmu.1	Lrriq1
uc007gyi.1	Lrriq1
uc007gyj.1	Slc6a15
uc007gyk.1	Slc6a15
uc007gyl.1	AK144104
uc011xmw.1	Gm4303
uc011xmv.1	Gm4340
uc011xmy.1	Gm4303
uc011xmx.1	Gm4340
uc007gym.1	Tmtc2
uc007gyn.1	Tmtc2
uc007gyo.2	BC067068
uc011xmz.1	BC067068
uc007gyp.1	Ccdc59
uc007gyq.1	AK045502
uc007gyt.1	AK015944
uc007gyr.1	Ppfia2
uc007gys.1	Ppfia2
uc007gyu.1	mKIAA4112
uc011xna.1	Acss3
uc007gyv.2	Acss3
uc007gyw.2	Acss3
uc007gyx.1	Lin7a
uc007gyy.1	Lin7a
uc007gyz.1	Myf5
uc007gza.1	Myf6
uc007gzb.1	Ptprq
uc011xnb.1	Ptprq
uc011xnc.1	Gm6924
uc007gzc.1	Ppp1r12a
uc007gzd.1	Ppp1r12a
uc007gze.1	Ppp1r12a
uc007gzf.1	Pawr
uc011xnd.1	Pawr
uc007gzj.2	Gm5136
uc007gzg.1	Syt1
uc007gzh.1	Syt1
uc007gzi.1	Syt1
uc007gzk.1	Nav3
uc007gzl.1	Nav3
uc007gzm.1	9230102K24Rik
uc007gzn.1	E2f7
uc007gzo.1	E2f7
uc007gzp.1	E2f7
uc011xne.1	E2f7
uc007gzq.1	AK076938
uc007gzr.1	AK006160
uc007gzs.2	Csrp2
uc007gzt.2	mKIAA0946
uc007gzu.2	Zdhhc17
uc007gzv.2	mKIAA0946
uc007gzw.2	Zdhhc17
uc007gzx.1	Osbpl8
uc007gzy.1	Osbpl8
uc007gzz.1	Osbpl8
uc011xnf.1	Bbs10
uc007haa.2	Nap1l1
uc007hab.2	Nap1l1
uc007hac.2	Nap1l1
uc007had.2	Nap1l1
uc007hae.2	Nap1l1
uc011xng.1	EG382421
uc007haf.2	Phlda1
uc007hah.2	Krr1
uc007hai.2	Krr1
uc007hag.2	Krr1
uc007haj.2	Glipr1
uc007hak.2	Glipr1l1
uc007hal.1	Glipr1l2
uc011xnh.1	Glipr1l2
uc007han.2	Caps2
uc011xni.1	Caps2
uc007hao.1	Kcnc2
uc011xnj.1	Kcnc2
uc007hap.1	Kcnc2
uc007haq.1	AK005834
uc007har.1	AK036450
uc007has.1	Atxn7l3b
uc007hat.2	Trhde
uc007hau.2	Trhde
uc007hav.2	Trhde
uc007haw.2	Tph2
uc007hay.1	AK048828
uc007hax.2	Tbc1d15
uc007haz.1	Rab21
uc007hba.1	Tmem19
uc007hbb.1	Tmem19
uc007hbc.1	Tmem19
uc007hbd.1	Tmem19
uc007hbe.1	Thap2
uc007hbf.1	Thap2
uc007hbg.1	Zfc3h1
uc007hbh.1	Zfc3h1
uc007hbl.1	AK020834
uc007hbi.1	Lgr5
uc007hbj.1	Lgr5
uc007hbk.1	Lgr5
uc007hbm.2	Tspan8
uc007hbn.2	Tspan8
uc007hbo.2	Tspan8
uc007hbq.2	4933416C03Rik
uc007hbp.2	Ptprr
uc007hbr.2	Ptprr
uc011xnk.1	Ptprr
uc007hbs.2	Ptprr
uc007hbt.2	Ptprr
uc007hbu.1	Ptprb
uc007hbv.2	Ptprb
uc007hbx.1	1700058G18Rik
uc007hbw.1	Kcnmb4
uc007hby.1	Kcnmb4
uc007hbz.1	AK016591
uc007hcb.2	Cnot2
uc007hcc.2	Cnot2
uc007hca.2	Cnot2
uc007hcd.2	Cnot2
uc007hce.2	Cnot2
uc007hcf.1	Cnot2
uc007hcg.1	AK144843
uc007hch.1	AK006570
uc007hci.1	Gm239
uc007hcl.1	AK206655
uc011xnl.1	Rab3ip
uc007hcj.1	Rab3ip
uc007hck.1	Rab3ip
uc007hcm.1	AK084517
uc007hcn.1	AK016788
uc011xnm.1	D630029K05Rik
uc007hco.2	D630029K05Rik
uc007hcp.1	Best3
uc007hcq.1	AK145303
uc007hcr.1	Lrrc10
uc007hcs.1	Cct2
uc007hct.1	Frs2
uc007hcu.1	Frs2
uc007hcv.1	AK015188
uc007hcw.2	Yeats4
uc007hcx.2	Yeats4
uc011xnn.1	Yeats4
uc007hcy.2	9530003J23Rik
uc007hcz.2	9530003J23Rik
uc007hda.1	Lyz2
uc007hdb.1	Lyz2
uc007hdc.2	Lyz1
uc007hdd.2	Cpsf6
uc007hdf.2	Cpsf6
uc007hdg.2	Cpsf6
uc007hdh.1	AK076673
uc007hdi.2	Cpm
uc007hdj.2	Cpm
uc007hdk.2	Cpm
uc007hdl.1	Mdm2
uc007hdm.1	Mdm2
uc011xno.1	Mdm2
uc011xnp.1	Mdm2
uc007hdn.1	Slc35e3
uc007hdo.1	Nup107
uc011xnq.1	Nup107
uc007hdp.1	Nup107
uc007hdq.1	Nup107
uc007hdr.1	Rap1b
uc007hds.2	Mdm1
uc011xnr.1	Mdm1
uc011xns.1	Mdm1
uc007hdt.2	Mdm1
uc007hdu.2	Mdm1
uc007hdv.2	Il22
uc011xnt.1	AB341191
uc011xnu.1	AB341166
uc011xnv.1	AB341135
uc011xnw.1	AB341111
uc011xnx.1	AB341098
uc011xny.1	AB341028
uc011xnz.1	AB341001
uc011xoa.1	AB340976
uc011xob.1	AB340940
uc011xoc.1	AB339931
uc011xod.1	AB340047
uc011xoe.1	AB339928
uc011xof.1	AB340990
uc011xog.1	AB341018
uc011xoh.1	AB341074
uc011xoi.1	AB341100
uc011xoj.1	AB341138
uc011xok.1	AB341180
uc007hdw.1	IL-TIFb
uc007hdx.1	Iltifb
uc011xol.1	AB339850
uc011xom.1	AB340065
uc011xon.1	AB339931
uc011xoo.1	AB339931
uc011xop.1	AB339931
uc011xoq.1	AB340012
uc011xor.1	AB339931
uc011xos.1	AB339827
uc011xot.1	AB339850
uc011xou.1	AB340065
uc007hdy.1	Ifng
uc007hdz.1	AK089123
uc007hea.1	Dyrk2
uc007hec.2	Cand1
uc007hed.1	AK015581
uc007hee.1	AK015773
uc007hef.1	AK135691
uc007hen.1	AK019561
uc007hej.1	Grip1
uc007heg.1	Grip1
uc007heh.1	Grip1
uc007hek.1	Grip1
uc007hel.1	Grip1
uc007hem.1	Grip1
uc007heo.1	Grip1
uc007hep.1	Grip1
uc007hei.1	Grip1
uc007heq.1	Grip1
uc007her.1	helB
uc007hes.2	Helb
uc007het.1	Irak3
uc011xov.1	Irak-M
uc007heu.1	Irak3
uc007hev.1	AK163103
uc007hew.1	AK162942
uc007hex.1	Tmbim4
uc007hey.1	Tmbim4
uc007hez.1	Tmbim4
uc007hfa.1	Llph
uc007hfc.1	BC098228
uc007hfd.1	AK005678
uc011xox.1	Mir763
uc007hfb.1	Hmga2
uc011xow.1	Hmga2
uc007hff.1	AK076916
uc007hfg.1	AK014882
uc007hfh.2	Msrb3
uc007hfi.1	Lemd3
uc011xoy.1	Lemd3
uc007hfj.2	Wif1
uc007hfk.1	Wif1
uc007hfl.2	Tbc1d30
uc007hfm.2	Tbc1d30
uc007hfq.1	AK081796
uc007hfn.1	Gns
uc007hfo.1	Gns
uc007hfp.1	Gns
uc007hfr.1	Gns
uc007hfs.1	Rassf3
uc007hft.2	Tbk1
uc007hfu.2	Tbk1
uc007hfv.1	Xpot
uc011xoz.1	D930020B18Rik
uc007hfw.1	D930020B18Rik
uc007hfz.1	AK162911
uc007hfx.1	BC048403
uc007hfy.1	BC048403
uc007hga.1	Srgap1
uc007hgb.1	Srgap1
uc007hgc.1	Srgap1
uc011xpa.1	Gm9079
uc007hgd.1	Tmem5
uc011xpb.1	Tmem5
uc011xpc.1	Gm4489
uc007hge.1	Avpr1a
uc007hgf.2	Ppm1h
uc007hgg.2	Ppm1h
uc007hgh.2	Ppm1h
uc011xpd.1	Mirlet7i
uc007hgj.2	Mon2
uc007hgk.2	Mon2
uc011xpe.1	Mon2
uc007hgl.2	Mon2
uc007hgm.1	Usp15
uc007hgp.1	Usp15
uc007hgr.1	Usp15
uc007hgn.1	Usp15
uc007hgo.1	Usp15
uc007hgq.1	Usp15
uc007hgs.1	Usp15
uc011xpf.1	Usp15
uc007hgt.1	Usp15
uc007hgu.1	Fam19a2
uc007hgv.1	Fam19a2
uc007hgw.1	Fam19a2
uc011xpg.1	4930503E24Rik
uc007hgx.1	Slc16a7
uc007hha.1	AK076845
uc007hgy.1	Slc16a7
uc007hgz.1	Slc16a7
uc007hhb.2	Lrig3
uc007hhc.2	Lrig3
uc007hhd.2	Lrig3
uc007hhe.1	AK005576
uc007hhf.2	Xrcc6bp1
uc007hhg.2	Xrcc6bp1
uc007hhh.2	Xrcc6bp1
uc007hhi.1	AK087024
uc011xpi.1	Mir26a-2
uc011xpk.1	Mir546
uc007hhj.2	Ctdsp2
uc011xph.1	Ctdsp2
uc011xpj.1	Ctdsp2
uc007hhl.2	Avil
uc007hhm.1	Tsfm
uc007hhn.1	Tsfm
uc007hho.1	Tsfm
uc007hhp.1	Mettl1
uc007hhq.1	Mettl1
uc007hhr.1	Mettl1
uc007hht.2	Cyp27b1
uc007hhs.2	Cyp27b1
uc007hhu.1	9-Mar
uc007hhv.2	Cdk4
uc007hhw.1	Tspan31
uc007hhx.1	Agap2
uc007hhy.1	Agap2
uc007hia.2	Os9
uc007hhz.2	Os9
uc007hib.1	B4galnt1
uc007hie.2	B4galnt1
uc007hif.2	B4galnt1
uc007hic.1	B4galnt1
uc007hid.1	B4galnt1
uc007hig.2	B4galnt1
uc011xpl.1	Slc26a10
uc007hij.2	Arhgef25
uc007hik.2	Arhgef25
uc011xpm.1	Arhgef25
uc011xpn.1	Dtx3
uc007hil.1	Dtx3
uc007him.1	Dtx3
uc007hin.1	Dtx3
uc007hio.1	Deltex3
uc007hip.1	AK077682
uc007hiq.2	Pip4k2c
uc007hir.2	Pip4k2c
uc007his.2	Kif5a
uc007hit.2	Kif5a
uc011xpo.1	Dctn2
uc007hiu.2	Dctn2
uc007hiv.1	Mbd6
uc007hiw.1	Mbd6
uc007hix.1	Mbd6
uc007hiy.2	Ddit3
uc011xpp.1	Mars
uc007hiz.2	Mars
uc007hja.1	Arhgap9
uc007hjb.1	Arhgap9
uc007hjc.1	Arhgap9
uc007hje.1	Arhgap9
uc007hjd.1	Arhgap9
uc007hjg.1	Gli1
uc007hjf.1	Gli1
uc011xpq.1	Gli1
uc011xpr.1	Gli1
uc007hjh.1	Gli1
uc011xps.1	Inhbe
uc007hjj.2	Inhbc
uc007hjk.2	R3hdm2
uc007hjl.2	R3hdm2
uc007hjm.2	R3hdm2
uc007hjn.2	R3hdm2
uc007hjo.2	R3hdm2
uc007hjp.2	R3hdm2
uc007hjq.2	R3hdm2
uc007hjr.1	Stac3
uc007hjs.1	Stac3
uc007hjt.1	Ndufa4l2
uc007hju.1	Shmt2
uc007hjv.1	Shmt2
uc007hjw.1	Nxph4
uc007hjx.1	Lrp1
uc007hjy.1	Lrp1
uc007hjz.1	Lrp1
uc007hka.1	Stat6
uc011xpu.1	BC029853
uc011xpt.1	Nab2
uc007hkc.2	Nab2
uc007hkd.1	AK005897
uc007hkf.2	Tmem194
uc007hke.1	Tmem194
uc007hkg.2	Tmem194
uc007hkh.2	Myo1a
uc007hki.2	Myo1a
uc007hkj.2	Tac2
uc007hkk.2	Tac2
uc007hkl.1	Zbtb39
uc007hkm.1	Gpr182
uc007hkn.2	Rdh1
uc007hko.2	Rdh9
uc007hkp.1	Rdh9
uc007hkq.2	Rdh16
uc007hkr.2	Rdh16
uc011xpv.1	Rdh16
uc007hks.2	Rdh18-ps
uc007hkt.1	Rdh19
uc011xpw.1	BC089597
uc007hkv.2	Rdh7
uc007hkw.1	Sdr9c7
uc007hkx.1	Sdr9c7
uc007hky.1	Hsd17b6
uc007hkz.1	Hsd17b6
uc011xpx.1	Prim1
uc007hla.1	Prim1
uc007hlc.2	Naca
uc007hlb.2	Naca
uc007hld.1	Ptges3
uc011xpy.1	Mir677
uc007hle.1	Atp5b
uc007hlf.1	TIP5
uc007hlg.1	Baz2a
uc007hlh.1	Baz2a
uc007hli.1	Baz2a
uc007hlk.1	Baz2a
uc007hlj.1	Baz2a
uc007hll.1	Baz2a
uc011xpz.1	Baz2a
uc007hlm.1	Rbms2
uc007hln.1	Rbms2
uc011xqa.1	Gls2
uc007hlo.2	Gls2
uc011xqb.1	Gls2
uc007hlp.2	Gls2
uc007hlq.1	Spryd4
uc007hlr.1	Mip
uc007hls.1	AK140919
uc007hlt.2	Timeless
uc007hlu.2	Timeless
uc007hlv.2	Timeless
uc007hlw.2	Timeless
uc011xqc.1	Timeless
uc007hlx.2	Timeless
uc007hly.1	Apon
uc007hlz.1	Apof
uc007hma.1	Stat2
uc011xqd.1	Stat2
uc007hmb.1	Stat2
uc007hmc.1	Il23a
uc007hmd.1	Usp52
uc007hmh.1	Pan2
uc007hme.1	Pan2
uc007hmf.1	Pan2
uc007hmg.1	Pan2
uc007hmi.1	Cnpy2
uc007hmj.1	Cs
uc007hmk.1	Coq10a
uc007hml.1	Ankrd52
uc007hmm.1	Ankrd52
uc007hmn.2	Slc39a5
uc007hmo.2	Slc39a5
uc007hmp.2	Slc39a5
uc007hmq.1	Obfc2b
uc011xqe.1	Rnf41
uc007hmv.1	Rnf41
uc007hmu.2	Rnf41
uc007hms.2	Rnf41
uc007hmr.2	Rnf41
uc007hmt.2	Rnf41
uc007hna.1	AK163775
uc007hmw.2	Smarcc2
uc007hmx.2	Smarcc2
uc007hmy.2	Smarcc2
uc007hmz.2	Smarcc2
uc007hnb.1	Myl6
uc007hnc.1	Myl6
uc007hnd.1	Myl6
uc007hne.1	Myl6b
uc007hnf.1	AK040027
uc007hng.1	Esyt1
uc007hnh.1	Esyt1
uc007hni.1	Zc3h10
uc007hnj.2	Rpl41
uc007hnk.2	Rpl41
uc007hnl.1	Pa2g4
uc007hnm.1	Erbb3
uc007hno.2	Rps26
uc011xqf.1	Ikzf4
uc007hnp.1	Ikzf4
uc007hnq.1	Ikzf4
uc011xqg.1	Ikzf4
uc007hnr.1	AK047988
uc007hnt.2	Suox
uc007hnw.1	Rab5b
uc007hnv.2	Rab5b
uc007hnx.2	Rab5b
uc007hoa.1	Cdk2
uc007hny.2	Cdk2
uc007hnz.2	Cdk2
uc011xqh.1	Cdk2
uc007hob.1	Pmel
uc007hoc.1	Dgka
uc007hod.2	Wibg
uc011xqi.1	Pym
uc007hoe.2	Wibg
uc007hof.1	Mmp19
uc007hog.2	Mmp19
uc007hoh.2	Mmp19
uc007hoj.1	1110012D08Rik
uc007hoi.1	1110012D08Rik
uc007hok.1	Dnajc14
uc007hol.1	Dnajc14
uc007hom.1	Dnajc14
uc007hon.1	Dnajc14
uc007hoo.2	Ormdl2
uc011xqj.1	Ormdl2
uc007hop.2	Ormdl2
uc007hoq.2	1110005A23Rik
uc007hor.2	Sarnp
uc007hos.2	1110005A23Rik
uc011xqk.1	Sarnp
uc007hot.1	Gdf11
uc007hou.1	Cd63
uc007hov.1	Cd63
uc007how.1	Rdh5
uc007hox.1	Rdh5
uc007hoy.1	Rdh5
uc007hoz.1	Bloc1s1
uc007hpa.1	Itga7
uc007hpb.1	Itga7
uc007hpc.1	Itga7
uc007hpd.1	Mettl7b
uc007hpe.1	AK020256
uc007hpf.1	Olfr9
uc007hpg.1	Olfr763
uc007hph.1	Olfr765
uc007hpi.1	Olfr767
uc007hpj.1	Olfr768
uc007hpk.1	Olfr769
uc007hpl.1	Olfr770
uc007hpm.1	Olfr771
uc007hpn.2	Olfr772
uc007hpo.1	Olfr773
uc007hpp.1	Olfr774
uc007hpq.1	Olfr775
uc007hpr.1	Olfr776
uc007hps.1	Olfr777
uc007hpt.1	Olfr780
uc007hpu.1	Olfr781
uc007hpv.1	Olfr782
uc007hpw.1	Olfr784
uc007hpx.1	Olfr786
uc007hpy.1	Olfr787
uc007hpz.1	Olfr788
uc007hqa.1	Olfr790
uc007hqb.1	Olfr791
uc007hqc.1	Olfr792
uc007hqd.1	Olfr794
uc007hqe.1	Olfr796
uc007hqf.1	Olfr798
uc007hqg.1	Olfr799
uc007hqh.1	Olfr800
uc011xql.1	Mir684-1
uc007hqi.1	Olfr801
uc007hqj.1	Olfr802
uc007hqk.1	Olfr803
uc007hql.1	Olfr804
uc007hqm.1	Olfr805
uc007hqn.1	Olfr806
uc007hqo.1	Olfr807
uc007hqp.1	Olfr808
uc007hqq.1	Olfr809
uc007hqr.1	Olfr810
uc007hqs.1	Olfr811
uc007hqt.1	Olfr812
uc007hqu.1	Olfr813
uc007hqv.1	Olfr814
uc007hqw.1	Olfr815
uc007hqx.1	Olfr816
uc007hqy.1	Olfr818
uc011xqm.1	Olfr819
uc007hqz.1	Olfr247
uc007hra.1	Olfr820
uc007hrb.1	Olfr821
uc007hrc.1	Olfr822
uc007hrd.1	Olfr823
uc007hre.1	Olfr824
uc007hrf.1	Olfr825
uc007hrg.1	Olfr826
uc007hrh.1	Olfr827
uc007hri.2	Neurod4
uc007hrj.3	5830405N20Rik
uc007hrm.3	5830405N20Rik
uc007hrk.2	5830405N20Rik
uc007hrn.1	Vmn2r84
uc009vac.1	Vmn2r85
uc009vad.1	Vmn2r86
uc009vae.1	Vmn2r87
uc007hro.1	Pisd-ps1
uc007hrp.1	Pisd-ps1
uc007hrq.1	Pisd-ps1
uc011xqn.1	Pisd-ps1
uc007hrv.1	BC049259
uc007hrw.1	Sfi1
uc007hry.1	AK050795
uc007hrz.1	BC025885
uc007hrs.1	Sfi1
uc007hrr.1	Pisd-ps1
uc007hrt.1	Sfi1
uc007hru.1	Sfi1
uc007hrx.1	Sfi1
uc007hsa.1	Sfi1
uc007hsb.1	Sfi1
uc007hsd.2	Eif4enif1
uc007hsg.1	Eif4enif1
uc007hsc.2	Eif4enif1
uc007hse.2	Eif4enif1
uc011xqo.1	Eif4enif1
uc007hsf.2	Eif4enif1
uc007hsh.1	Drg1
uc007hsi.1	Drg1
uc007hsm.1	Patz1
uc007hsj.1	Patz1
uc007hsk.1	mazr
uc007hsl.1	Patz1
uc007hsn.1	Patz1
uc007hso.1	AK177174
uc007hsp.1	Pik3ip1
uc007hsq.1	Pik3ip1
uc011xqp.1	Hgfl
uc007hsr.1	Hgfl
uc007hss.1	Limk2
uc007hst.1	Limk2
uc007hsu.1	Limk2
uc007hsv.1	Rnf185
uc007hsw.1	Rnf185
uc007hsx.1	AK018450
uc007hsy.2	8430429K09Rik
uc007hsz.1	Pla2g3
uc007htb.1	Inpp5j
uc007hta.2	Inpp5j
uc007htc.1	Selm
uc007htd.1	Selm
uc007hte.2	Smtn
uc007htg.2	Smtn
uc007htf.2	Smtn
uc011xqq.1	Smtn
uc007hth.2	Smtn
uc007hti.2	Smtn
uc007htj.1	Tug1
uc007htl.1	Tug1
uc007htk.1	Tug1
uc007htm.1	Morc2a
uc007htn.1	Morc2a
uc007hto.1	Osbp2
uc011xqr.1	Osbp2
uc007htp.1	Osbp2
uc007htq.1	Osbp2
uc007htr.1	Osbp2
uc007htt.1	4921536K21Rik
uc007hts.2	4921536K21Rik
uc007htu.2	Dusp18
uc007htv.1	Slc35e4
uc007htx.2	Tcn2
uc007hty.2	Tcn2
uc007htz.2	Tcn2
uc007hua.1	Pes1
uc007hub.2	Gal3st1
uc007huc.2	Gal3st1
uc007hud.2	Gal3st1
uc007hue.1	Sec14l4
uc007huf.2	Sec14l3
uc011xqs.1	Sec14l3
uc007hug.1	Mtfp1
uc007huh.1	Sec14l2
uc011xqu.1	Mir3060
uc011xqt.1	Rnf215
uc007hui.1	Rnf215
uc007huj.1	Rnf215
uc007huk.1	Ccdc157
uc007hul.1	Ccdc157
uc007hum.1	Ccdc157
uc007hun.1	Ccdc157
uc007huo.2	Sf3a1
uc007hup.2	Sf3a1
uc007huq.1	Tbc1d10a
uc011xqv.1	Tbc1d10a
uc007hur.1	Gatsl3
uc007hus.2	Osm
uc007hut.1	Lif
uc007huu.1	Lif
uc007huv.1	Hormad2
uc011xqw.1	Hormad2
uc007huw.1	mKIAA0371
uc007hux.1	Mtmr3
uc011xqx.1	Mtmr3
uc007huy.1	Mtmr3
uc007huz.1	Gm11961
uc011xqy.1	Gm11961
uc007hva.1	Ascc2
uc011xqz.1	Ascc2
uc007hvb.1	Uqcr10
uc007hvc.1	Zmat5
uc007hvd.1	Zmat5
uc007hve.1	Cabp7
uc007hvh.1	AK217604
uc007hvj.1	Nf2
uc007hvi.1	Nf2
uc007hvf.1	Nf2
uc007hvg.1	Nf2
uc011xra.1	Nf2
uc007hvk.1	Nipsnap1
uc011xrb.1	Nipsnap1
uc007hvl.1	Thoc5
uc007hvm.1	Nefh
uc007hvn.1	Ap1b1
uc007hvo.1	Ap1b1
uc007hvp.1	Ap1b1
uc007hvs.1	Rasl10a
uc007hvt.2	Gas2l1
uc007hvq.2	Gas2l1
uc007hvr.2	Gas2l1
uc007hvu.2	Gas2l1
uc007hvv.2	Gas2l1
uc007hvw.1	Ewsr1
uc007hvx.1	Ewsr1
uc007hvy.1	Ewsr1
uc007hvz.1	Ewsr1
uc007hwa.1	Ewsr1
uc007hwb.1	Rhbdd3
uc007hwc.1	Rhbdd3
uc007hwd.1	Rhbdd3
uc011xrc.1	Rhbdd3
uc007hwe.1	Rhbdd3
uc007hwf.1	Emid1
uc007hwg.1	Emid1
uc011xrd.1	Emid1
uc007hwi.1	kremen
uc007hwh.1	Kremen1
uc007hwk.2	Znrf3
uc007hwj.2	Znrf3
uc007hwl.1	Znrf3
uc007hwo.1	Xbp1
uc007hwm.1	Xbp1
uc007hwn.1	Xbp1
uc007hwp.2	Ccdc117
uc007hwq.1	Ankrd36
uc007hws.1	Ankrd36
uc007hwr.1	Ankrd36
uc007hwt.1	Mrps24
uc007hwu.1	Urgcp
uc007hwx.1	Urgcp
uc007hwv.1	Urgcp
uc011xre.1	Urgcp
uc007hww.1	Urgcp
uc007hwz.1	2210015D19Rik
uc007hxa.1	2210015D19Rik
uc007hxc.2	Dbnl
uc007hxd.2	Dbnl
uc007hxb.2	Dbnl
uc007hxe.2	Pgam2
uc007hxf.2	Polm
uc011xrf.1	Pol mu
uc007hxg.2	Aebp1
uc007hxh.2	Aebp1
uc007hxi.2	Aebp1
uc007hxj.2	Aebp1
uc011xrg.1	Aebp1
uc007hxk.2	Pold2
uc007hxl.1	Myl7
uc007hxm.1	Gck
uc007hxo.1	Gck
uc007hxn.1	Gck
uc007hxp.2	Ykt6
uc007hxu.1	Camk2b
uc007hxq.2	Camk2b
uc007hxv.1	BC019819
uc007hxs.2	Camk2b
uc007hxr.2	Camk2b
uc007hxt.2	Camk2b
uc007hxw.1	Camk2b
uc007hxx.2	mKIAA1068
uc011xrh.1	Gm11968
uc007hxy.2	Nudcd3
uc007hxz.2	Nudcd3
uc007hya.2	Nudcd3
uc007hyb.2	Npc1l1
uc007hyd.1	Ddx56
uc007hyc.1	Ddx56
uc007hye.1	Tmed4
uc007hyk.1	mKIAA4192
uc007hyf.1	Ogdh
uc007hyg.1	Ogdh
uc007hyh.1	Ogdh
uc007hyi.1	Ogdh
uc007hyj.1	Ogdh
uc007hyl.1	Zmiz2
uc007hym.1	Zmiz2
uc007hyn.1	Ppia
uc007hyo.1	Ppia
uc007hyp.2	H2afv
uc007hyq.2	H2afz
uc007hyr.2	EF437385
uc007hys.1	Purb
uc007hyt.2	Myo1g
uc007hyu.1	AK160548
uc007hyx.1	AK040177
uc007hyv.2	Ccm2
uc011xri.1	Ccm2
uc007hyw.2	Ccm2
uc007hyy.1	Nacad
uc011xrj.1	Snora5c
uc007hyz.2	Tbrg4
uc007hza.2	Tbrg4
uc007hzb.1	Wap
uc007hzc.1	Gm11978
uc007hzd.1	Ramp3
uc011xrk.1	Ramp3
uc007hze.1	AK076664
uc007hzf.1	Adcy1
uc007hzg.1	Adcy1
uc007hzh.2	Igfbp1
uc007hzi.1	Igfbp3
uc007hzj.1	Tns3
uc007hzk.1	Tns3
uc007hzl.1	Tns3
uc007hzm.1	AK140049
uc007hzn.1	Pkd1l1
uc007hzo.1	Pkd1l1
uc007hzp.1	Hus1
uc007hzq.1	Hus1
uc007hzr.1	Hus1
uc007hzs.1	Hus1
uc007hzt.1	Sun3
uc007hzu.1	Sun3
uc011xrl.1	Sun3
uc007hzv.1	Gm11992
uc007hzx.2	Upp1
uc007hzw.2	Upp1
uc007hzy.2	Upp1
uc007hzz.1	Abca13
uc007iaa.1	Abca13
uc007iab.1	DQ556351
uc007iac.1	Vwc2
uc007iad.2	Vwc2
uc011xrm.1	Zpbp
uc007iae.2	Zpbp
uc007iaf.1	4930415F15Rik
uc007iag.1	AK041795
uc007iah.1	4930512M02Rik
